,description
2831,"Q-tips cotton swabs are the Ultimate Home and Beauty Tool. With the most soft cotton at the tip from the end of the stick to the top of the swab and a gently flexible stick, Q-tips cotton swabs are perfect for a variety of uses. Different uses for our cotton swabs include beauty (apply or remove eyeliner & eye-shadow), baby care (delicately care for sensitive areas), home & electronics (clean and dust hard-to-reach spaces), and first aid (gently apply ointments and creams). Our paper sticks are sourced from sustainable forests. Q-tips cotton swabs are biodegradable when composted and our packaging is recyclable. Q-tips cotton swabs are made with 100% pure cotton. The “Q” stands for Quality, something we’ve stood by since our founding by Leo Gerstenzang in 1923. We’re proud of our history, commitment to the environment, and legacy of softness and quality. Today, Q-tips cotton swabs are the leading cotton swab brand and have been trusted for superior quality, versatility, and value for more than 85 years. Our swabs are light and portable, which makes them perfect for on-the go. Make sure to try our other products including Q-tips Precision Tips & Q-tips Anti-Microbial Cotton Swabs. We’re also thrilled to announce our Q-tips Beauty Rounds, a premium quality cotton pad for a wide range of beauty needs.

"
2832,"In 1970, Dr. Dennis Sepp, an organic chemist, began exploring natural, ayurvedic ingredients for hair and skin care. As a scientist, Dr.Sepp knew that the natural world offered functional ingredients that were better and safer than conventional chemical ingredients. His first study was with shikakai (Acacia Concinna), a traditional Indian herbal used for cleansing the hair. He created a water soluble extract from shikakai powder that maintains the effectiveness of the ancient remedies. The result was ShiKai shampoo, and the beginning of our natural products company. ShiKai now manufactures more than 50 products, sold in premium markets all over the world. At Shikai, we are proud of our products and our loyal customers. We offer a 100% money back guarantee if you’re not completely satisfied. Manufacturer Warranty Included.

"
2833,
2834,"Daisy By Marc Jacobs for Women Eau De Toilette Spray, 1.7 -Ounce

"
2835,"Launched by the design house of Usher.When applying any fragrance please consider that there are several factors which can affect the natural smell of your skin and, in turn, the way a scent smells on you.  For instance, your mood, stress level, age, body chemistry, diet, and current medications may all alter the scents you wear.  Similarly, factor such as dry or oily skin can even affect the amount of time a fragrance will last after being applied

"
2836,"Launched by the design house of Gwen Stefani in 2007, GWEN STEFANI L is a women's fragrance that possesses a blend of Freesia, Pear, Rose, Jasmine, Sweet Pea, Muguet, Sensual Musk, Orange BlossomWhen applying any fragrance please consider that there are several factors which can affect the natural smell of your skin and, in turn, the way a scent smells on you.  For instance, your mood, stress level, age, body chemistry, diet, and current medications may all alter the scents you wear.  Similarly, factor such as dry or oily skin can even affect the amount of time a fragrance will last after being applied

"
2837,
2838,"The top of the fragrance is infused with succulent wild berries and soft white violets. At the heart, velvety jasmine warms to a dreamy dry-down of sensual sandalwood for a romantic, lingering finish. Irresistibly feminine, Daisy is the captivating creation of master perfumer Alberto Morillas. Whimsical white daisies abloom on its cap give the iconic Daisy bottle a retro-cool twist that's as charming and unique as the woman who wears the fragrance.

"
2839,
2840,"Nina By Nina Ricci For Women. Eau De Toilette Spray 2.7-Ounces

"
2841,"Paris Hilton was introduced in 2004 as a sleek, sophisticated fragrance for any woman. Paris Hilton is a concert of frozen apple, peach, maguey with a beautiful heart of freesia, mimosa, jasmine, tuberose. Finishing off with musk, sandalwood, yang and oak moss. Paris Hilton is perfect for everyday wear or that romantic evening out. This Gift Set Includes: EM 3.4 oz

"
2842,"EAU DE PARFUM SPRAY 1.7 OZ Design House: Givenchy Year Introduced: 2006 Fragrance Notes: Tonka Bean Vanilla Mandarine Orchidee Safran Ylang Ylang Fleur De Lys Pallisander Wood Oak Absolute Thym Blanc

"
2843,
2844,"A high-performance revitalizing face moisturizer. Enriched with marine properties. Vitamins and vital ingredients. Features a fine texture that instantly dissolves into skin. Nourishes skin and maintains moisture in cells. Skin bmes soft. Smooth and revitalized. To use: Apply day and night to cleansed and toned face and neck.

"
2845,"Pibbs 514 Kwik Dri Dryer is a 1100 Watt Salon hair dryer MADE IN ITALY. This model comes with a caster base making it easy to move around any salon. This is the Best Selling durable hair dryer on the market and has been for many years. This dryer is completely CE certified and is 110-125V 60hz. The height and head can be easily adjusted to fit any client. The base is fully height adjustable and very sturdy. The dryer has a flip top visor and the controls include a 0-60 minute timer and a temperature dial. Hair should be pinned down or restrained with this dryer due to the upward air flow.

"
2846,"Love your pores, love yourself! The Bioré Rose Quartz + Charcoal Daily Purifying Facial Cleanser radiates self-love! This facial cleanser cleans 2x better than a basic cleanser and penetrates deep into pores to remove excess dirt, oil, and impurities. This Kao USA gentle face wash is safe for sensitive skin and designed to soothe acne prone skin. Satisfaction Guaranteed

"
2847,
2848,"Reviva labs elastin and collagen body firming lotion. Description: for normal - dry skin. Fights slackened skin during weight loss. Helps avoid stretchmark's. Use on ""loose"" skin (upper arms, thighs, stomach, buttocks). Reviva, America's original elastin, brings you body firming lotion with 10 times the amino acid content of lesser elastin's. (we use powdered elastin concentrate. ). This means more efficient action on: stretchmark's, start in early pregnancy and use until 6 weeks after birth. Loose skin in upper arms, thighs, breasts, stomach and buttocks. Skin creases following weight loss. Free of animal testing. Disclaimer: these statements have not been evaluated by the FDA. These products are not intended to diagnose, treat, cure, or prevent any disease.

"
2849,
2850,
2851,
2852,"Out Of Africa African Black Shea Butter Bar Soap, 4 Ounce Boxes

"
2853,"Go out and enjoy the sun, but only after applying this broad spectrum SPF 30 mineral sunscreen. Formulated with good-for-your skin ingredients like organic Seabuckthorn, vitamin E and Sunflower oil, it delivers effective protection against UVA and UVB rays with Zinc Oxide, a safe, physical blocker. Did we mention that it’s also coral reef safe, sweat and water resistant for 40 minutes, and has a sublime lavender scent? You’ve just found your new go-to natural sunscreen for the whole family!

"
2854,
2855,
2856,
2857,
2858,"The Infiniti Pro 1-1/2-Inch Nano Silver Straightener infuses hair with moisture as it gently detangles your hair. It protects hair from damage and locks in style. This flat iron has a removable water reservoir for added styling options. It also includes: Retractable combs, 30 second instant heat up, easy-to-read temperature display, professional line cord, and a heat resistant pouch and mat.

Introducing the Infiniti Nano Silver Steam Straightener by Conair. Like electronics manufacturers who use state-of-the-art laboratories to develop new technologies, Conair® develops products for salon professionals before offering them to the public. A long tradition of innovation and technology testifies to our expertise. Case in point: the state-of-the-art ionic steam straightener. This outstanding straightener features unparalleled heat steam technology. This unique technology uses steam and ions to straighten the hair while eliminating frizz and flyaways. The result is sleek, shiny, and beautiful hair. Ultimate efficiency  even on resistant or fragile hair. Micro-particles of nano silver coat the straighteners surface. The fusion of ceramic and tourmaline gives the plates optimal resistance to highest temperatures and guarantees the integrity of the surface. Your hair glides through the plates effortlessly, without friction. The integrity of your hair is preserved.









2-Stage styling and advanced technology
Youll love what our new high-tech 2-stage styling system can do for your hair. As nano silver makes plates glide smoothly through hair, Tourmaline Ceramic™ smoothes hairs cuticle layer to protect it from heat damage. The 2-step styling system first infuses hair with conditioning steam, and then locks in all that healthy moisture with heated plates. The results are sensational: silky, shinier, pin-straight styles that last! The advanced Nano Silver Tourmaline Ceramic™ technology and our 2-stage styling system lets you achieve longer lasting salon-straight looks, every time you style!

Retractable Detangling Combs
The retractable detangling combs separate tangles and tame even the most unruly frizz! The detangling comb spread the hair strands evenly between the plates to detangle while straightening, providing uniform results from roots to ends. Three different comb heights, high, low and off, make this the perfect straightener for any hair type, even thick and coarse textures. Three settings let you choose from low to maximum tension control. Set the comb height that is best for your hair type. Nano Silver Tourmaline Ceramic™ coating on the combs provides smooth glide and shiny, healthy looking results.

Steam Benefits
Automatic multi-level steam function steams hair straight while smoothing the cuticle layer and helping to lock in style. Conditioning steam helps add moisture and shine to hair, so you get salon results at home. Simply fill the removable water reservoir and pop into place for up to 20 minutes of hair-conditioning steam. The steam feature may be turned on or off, and you can choose high or low steam settings depending on your hair type for perfectly smooth and straight results. For coarse hair, select the high steam setting.

Ionic Benefits
Ionic properties neutralize positive charges in the air, reducing the static electricity that dulls hair and causes flyaways and frizzes. Hair instantly becomes more manageable and shiny. The ionic steam straightener is equipped with a true ion generator that releases 2 million ions / cm3. Steam and ions create increased softness and brilliant shine for flawless results.

Nano Silver Tourmaline Ceramic™ Coated Plates
Micro-particles of nano silver coat the straighteners surface. The fusion of ceramic and tourmaline gives the plates optimal resistance to the highest temperatures and guarantees the integrity of the surface. Your hair glides through the plates effortlessly, without friction. The integrity of your hair is preserved. Keeping your straighteners easy glide plates clean is effortless, because of its nonstick surface. Simply wipe plates with a damp cloth after each use to remove any product buildup.

Electronic Temperature Control
The new ionic steam straightener with electronic temperature control generates ultra-high heat that is capable of straightening hair in only one stroke, without damaging it. Four ceramic heaters ensure fast heat-up to 202°C/395°F and keep the temperature constant and uniform while straightening the hair. Five temperature settings allow you to choose from low, for fine or processed hair, to high, for coarse, thick hair.

Professional Pouch
The ionic steam straightener comes with a high-quality, multi-layered, heat resistant professional mat and pouch. The 2-in-1 storage pouch and counter mat folds and snaps closed to store your hot styling iron safely. When straightening, rest your steam straightener on the open mat to protect your countertops from heat.

Professional 9 Swivel Cord
The ionic steam straightener is equipped with a professional 9-foot swivel cord that rotates 360° to prevent tangling and to make straightening your hair easy from any angle.

FAQ



"
